sex;function;km_transport;nationality;contract_pct;base_salary;clob;nr_managers_above;manager;direct;CLA_domain;grading;maritalstatus;years_of_services;age
Man;function_x;39;NL;100;6,306088924;clob_3;5;0;1;Ground;grade_2;Single;23;59
Man;function_x;38;Not NL;100;6,342423113;clob_3;5;0;1;Ground;grade_2;Separated;22;55
Man;function_x;24;NL;100;6,611284795;clob_3;5;0;1;Ground;grade_2;Relationship;23;59
Man;function_x;216;NL;100;6,66155864;clob_3;5;0;1;Ground;grade_2;Relationship;35;63
Man;function_x;41;NL;100;6,347859658;clob_3;5;0;1;Ground;grade_2;Relationship;34;57
Man;function_x;19;NL;100;6,56719126;clob_3;4;0;1;Ground;grade_2;Relationship;23;64
Man;function_x;6;NL;100;6,336902758;clob_3;5;0;1;Ground;grade_2;Relationship;43;62
Man;function_x;19;NL;90;6,704887724;clob_3;4;0;1;Ground;grade_2;Relationship;36;62
Man;function_x;14;NL;100;6,363515927;clob_3;5;0;1;Ground;grade_2;Single;43;66
Man;function_x;24;NL;100;6,565329793;clob_3;4;0;1;Ground;grade_2;Relationship;23;55
Man;function_x;4;NL;100;6,480720382;clob_3;4;0;1;Ground;grade_2;Relationship;41;62
Man;function_x;24;NL;100;6,386924401;clob_3;3;0;1;Ground;grade_2;Relationship;38;63
Man;function_x;36;NL;100;6,622669501;clob_3;4;0;1;Ground;grade_2;Relationship;18;55
Man;function_x;23;NL;100;6,498743824;clob_3;4;0;1;Ground;grade_2;Relationship;44;64
Man;function_x;31;NL;100;6,827049546;clob_3;5;0;1;Ground;grade_2;Relationship;25;58
Man;function_x;28;NL;100;6,704887724;clob_3;4;0;1;Ground;grade_2;Relationship;32;56
Man;function_x;19;NL;100;6,71754829;clob_3;5;0;1;Ground;grade_2;Single;33;62
Man;function_x;25;NL;100;6,704887724;clob_3;4;0;1;Ground;grade_2;Relationship;32;55
Man;function_x;52;NL;100;6,704887724;clob_3;4;0;1;Ground;grade_2;Relationship;32;55
Man;function_x;57;NL;100;6,707553471;clob_3;4;0;1;Ground;grade_2;Relationship;24;62
Man;function_x;9;Not NL;100;6,550585049;clob_3;3;0;1;Ground;grade_2;Relationship;33;57
Man;function_x;12;Not NL;100;6,374821599;clob_3;5;0;1;Ground;grade_2;Relationship;33;59
Man;function_x;6;NL;90;6,501386459;clob_3;4;0;1;Ground;grade_2;Relationship;17;57
Man;function_x;29;NL;100;6,365204661;clob_3;4;0;1;Ground;grade_2;Relationship;33;58
Man;function_x;25;NL;100;6,414565548;clob_3;5;0;1;Ground;grade_2;Single;43;61
Man;function_x;65;Not NL;100;6,834116124;clob_3;5;0;1;Ground;grade_2;Relationship;34;60
Man;function_x;53;NL;100;6,487480257;clob_3;3;0;1;Ground;grade_2;Relationship;47;64
Man;function_x;16;NL;100;6,376773696;clob_3;5;0;1;Ground;grade_2;Relationship;36;56
Man;function_x;24;NL;90;6,377000307;clob_3;4;0;1;Ground;grade_2;Separated;42;62
Man;function_x;57;NL;80;6,678033466;clob_3;3;0;1;Ground;grade_2;Relationship;38;64
Man;function_x;17;NL;100;6,317162293;clob_3;6;0;1;Ground;grade_2;Single;11;59
Man;function_x;16;NL;100;6,457339826;clob_3;5;0;1;Ground;grade_2;Separated;35;57
Man;function_x;15;NL;100;6,467682875;clob_3;4;0;1;Ground;grade_2;Relationship;34;59
Man;function_x;43;NL;90;6,711159273;clob_3;5;0;1;Ground;grade_2;Relationship;24;60
Man;function_x;12;NL;80;6,56719126;clob_3;4;0;1;Ground;grade_2;Single;38;56
Man;function_x;41;NL;100;6,838279852;clob_3;5;0;1;Ground;grade_2;Single;35;62
Man;function_x;62;NL;100;6,52422943;clob_3;5;0;1;Ground;grade_2;Relationship;43;62
Man;function_x;47;NL;100;6,525670922;clob_3;4;0;1;Ground;grade_2;Relationship;25;59
Man;function_x;25;NL;100;6,86702348;clob_3;5;0;1;Ground;grade_2;Relationship;26;61
Man;function_x;4;Not NL;100;6,501386459;clob_3;5;0;1;Ground;grade_2;Relationship;37;63
Man;function_x;8;NL;100;6,621535143;clob_3;4;0;1;Ground;grade_2;Separated;36;61
Man;function_x;21;NL;100;6,410176736;clob_3;4;0;1;Ground;grade_2;Single;37;60
Man;function_x;21;NL;100;6,46167131;clob_3;4;0;1;Ground;grade_2;Relationship;35;58
Man;function_x;69;NL;100;6,44228922;clob_3;4;0;1;Ground;grade_2;Relationship;39;62
Man;function_x;9;NL;100;6,525050593;clob_3;5;0;1;Ground;grade_2;Relationship;23;63
Man;function_x;5;NL;80;6,457339826;clob_3;5;0;1;Ground;grade_2;Separated;33;57
Man;function_x;70;NL;100;6,4448787;clob_3;4;0;1;Ground;grade_2;Relationship;35;64
Man;function_x;17;NL;80;6,390119791;clob_3;6;0;1;Ground;grade_2;Relationship;45;66
Man;function_x;16;NL;100;6,501386459;clob_3;4;0;1;Ground;grade_2;Relationship;23;55
Man;function_x;18;NL;100;6,457384264;clob_3;4;0;1;Ground;grade_2;Separated;44;66
Man;function_x;11;NL;100;6,52422943;clob_3;3;0;1;Ground;grade_2;Relationship;45;62
Man;function_x;11;NL;100;6,400171396;clob_3;5;0;1;Ground;grade_2;Relationship;42;64
Man;function_x;6;NL;100;6,662622354;clob_3;5;0;1;Ground;grade_2;Relationship;43;64
Man;function_x;47;NL;100;6,292353146;clob_3;4;0;1;Ground;grade_2;Relationship;3;61
Man;function_x;52;NL;100;6,501386459;clob_3;4;0;1;Ground;grade_2;Relationship;33;58
Man;function_x;6;NL;80;6,566018508;clob_3;4;0;1;Ground;grade_2;Separated;35;58
Man;function_x;17;NL;100;6,700920467;clob_3;5;0;1;Ground;grade_2;Relationship;37;58
Man;function_x;16;NL;80;6,611192306;clob_3;5;0;1;Ground;grade_2;Relationship;24;64
Man;function_x;46;NL;100;6,782342401;clob_3;4;0;1;Ground;grade_2;Relationship;26;55
Man;function_x;27;NL;100;6,58631009;clob_3;4;0;1;Ground;grade_2;Separated;37;61
Man;function_x;21;Not NL;100;6,377478906;clob_3;4;0;1;Ground;grade_2;Relationship;33;55
Man;function_x;9;NL;100;6,704887724;clob_3;4;0;1;Ground;grade_2;Relationship;38;64
Man;function_x;21;NL;80;6,823984196;clob_3;5;0;1;Ground;grade_2;Relationship;43;65
Man;function_x;27;NL;80;6,611192306;clob_3;3;0;1;Ground;grade_2;Relationship;35;64
Man;function_x;17;NL;100;6,376773696;clob_3;5;0;1;Ground;grade_2;Relationship;36;64
Man;function_x;35;NL;100;6,480720382;clob_3;4;0;1;Ground;grade_2;Single;15;58
Man;function_x;12;NL;100;6,578171337;clob_3;5;0;1;Ground;grade_2;Relationship;43;64
Man;function_x;41;NL;100;6,330931158;clob_3;6;0;1;Ground;grade_2;Single;33;56
Man;function_x;29;NL;100;6,709936011;clob_3;5;0;1;Ground;grade_2;Separated;36;60
Man;function_x;26;NL;100;6,306671525;clob_3;5;0;1;Ground;grade_2;Single;17;62
Man;function_x;16;Not NL;100;6,820806443;clob_3;5;0;1;Ground;grade_2;Relationship;37;61
Man;function_x;50;NL;100;6,306671525;clob_3;4;0;1;Ground;grade_2;Relationship;19;57
Man;function_x;50;NL;100;6,386924401;clob_3;4;0;1;Ground;grade_2;Relationship;21;57
Man;function_x;64;NL;100;6,765051246;clob_3;5;0;1;Ground;grade_2;Relationship;38;60
Man;function_x;26;NL;100;6,388428548;clob_3;3;0;1;Ground;grade_2;Relationship;42;61
Man;function_x;35;NL;80;6,632775093;clob_3;3;0;1;Ground;grade_2;Single;35;55
Man;function_x;15;Not NL;100;6,501386459;clob_3;5;0;1;Ground;grade_2;Relationship;24;60
Man;function_x;60;NL;100;6,44996752;clob_3;5;0;1;Ground;grade_2;Relationship;15;65
Man;function_x;10;NL;100;6,390450787;clob_3;5;0;1;Ground;grade_2;Relationship;37;61
Man;function_x;59;NL;100;6,636553619;clob_3;5;0;1;Ground;grade_2;Relationship;33;55
Man;function_x;13;NL;100;6,451806387;clob_3;4;0;1;Ground;grade_2;Relationship;5;56
Man;function_x;30;NL;100;6,499242661;clob_3;4;0;1;Ground;grade_2;Relationship;33;62
Man;function_x;17;NL;100;6,676619744;clob_3;4;1;1;Ground;grade_2;Single;15;55
Man;function_x;72;NL;100;6,648694312;clob_3;4;1;1;Ground;grade_2;Relationship;41;60
Man;function_x;214;NL;100;6,704887724;clob_3;4;1;1;Ground;grade_2;Relationship;37;58
Man;function_x;;NL;100;5,92702161;clob_3;5;0;1;Ground;grade_2;Single;0;21
Man;function_x;27;NL;100;6,025378887;clob_3;4;0;1;Ground;grade_2;Single;4;22
Man;function_x;53;NL;100;6,122071625;clob_3;4;0;1;Ground;grade_2;Single;4;24
Man;function_x;;NL;100;6,066028112;clob_3;4;0;1;Ground;grade_2;Single;1;24
Man;function_x;25;NL;100;6,044056735;clob_3;4;0;1;Ground;grade_2;Single;3;23
Man;function_x;25;NL;100;5,92702161;clob_3;5;0;1;Ground;grade_2;Single;0;21
Man;function_x;9;NL;100;6,111350322;clob_3;4;0;1;Ground;grade_2;Single;4;24
Man;function_x;37;NL;100;5,944576414;clob_3;5;0;1;Ground;grade_2;Single;0;24
Man;function_x;55;NL;100;5,92702161;clob_3;4;0;1;Ground;grade_2;Single;1;24
Man;function_x;;NL;100;5,952742293;clob_3;4;0;1;Ground;grade_2;Single;0;22
Man;function_x;14;NL;100;5,92702161;clob_3;5;0;1;Ground;grade_2;Single;0;22
Man;function_x;31;NL;100;6,111350322;clob_3;4;0;1;Ground;grade_2;Single;3;23
Man;function_x;;NL;100;5,92702161;clob_3;4;0;1;Ground;grade_2;Single;0;22
Man;function_x;37;NL;100;6,157661902;clob_3;3;0;1;Ground;grade_2;Single;4;24
Man;function_x;22;NL;100;6,29921715;clob_3;4;0;1;Ground;grade_2;Single;3;24
Man;function_x;29;NL;100;6,611192306;clob_4;5;0;1;Ground;grade_2;Relationship;3;33
Man;function_x;33;NL;100;6,550949136;clob_4;5;0;1;Ground;grade_2;Relationship;16;39
Man;function_x;54;NL;100;6,457997319;clob_4;5;0;1;Ground;grade_2;Single;4;37
Man;function_x;33;NL;100;6,754507892;clob_4;5;0;1;Ground;grade_2;Relationship;21;53
Man;function_x;54;NL;90;6,566018508;clob_4;4;0;1;Ground;grade_2;Relationship;33;59
Man;function_x;12;NL;100;6,566018508;clob_4;3;0;1;Ground;grade_2;Relationship;38;62
Man;function_x;43;NL;100;6,611192306;clob_4;4;0;1;Ground;grade_2;Relationship;41;61
Man;function_x;8;NL;100;6,566018508;clob_4;4;0;1;Ground;grade_2;Relationship;43;63
Man;function_x;123;NL;80;6,611192306;clob_4;4;0;1;Ground;grade_2;Relationship;32;64
Man;function_x;10;NL;100;5,975011413;clob_2;5;0;1;Ground;grade_2;Relationship;3;28
Man;function_x;12;NL;100;6,096767693;clob_2;5;0;1;Ground;grade_2;Single;3;34
Man;function_x;17;NL;100;6,090594518;clob_2;5;0;1;Ground;grade_2;Relationship;2;26
Man;function_x;43;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;28
Man;function_x;45;NL;100;6,045961945;clob_2;5;0;1;Ground;grade_2;Single;3;32
Man;function_x;47;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;28
Man;function_x;26;NL;100;6,173536607;clob_2;5;0;1;Ground;grade_2;Single;5;32
Man;function_x;20;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;12;34
Man;function_x;19;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;27
Man;function_x;30;NL;100;6,175557519;clob_2;5;0;1;Ground;grade_2;Single;3;32
Man;function_x;;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;25
Man;function_x;55;NL;100;5,980005401;clob_2;5;0;1;Ground;grade_2;Single;0;32
Man;function_x;23;NL;100;5,945000222;clob_2;5;0;1;Ground;grade_2;Single;0;30
Man;function_x;59;NL;100;6,045961945;clob_2;5;0;1;Ground;grade_2;Single;5;29
Man;function_x;10;NL;100;6,096767693;clob_2;5;0;1;Ground;grade_2;Single;5;30
Man;function_x;55;NL;100;5,975011413;clob_2;5;0;1;Ground;grade_2;Single;3;32
Man;function_x;28;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;11;34
Man;function_x;45;NL;100;6,175557519;clob_2;5;0;1;Ground;grade_2;Single;5;34
Man;function_x;42;NL;100;5,922223338;clob_2;4;0;1;Ground;grade_2;Single;0;25
Man;function_x;37;NL;100;5,945823555;clob_2;5;0;1;Ground;grade_2;Single;0;26
Man;function_x;64;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;34
Man;function_x;43;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;33
Man;function_x;37;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;5;33
Man;function_x;41;NL;100;5,975011413;clob_2;5;0;1;Ground;grade_2;Relationship;3;30
Man;function_x;28;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;32
Man;function_x;45;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;26
Man;function_x;35;NL;100;6,096767693;clob_2;5;0;1;Ground;grade_2;Single;5;33
Man;function_x;26;NL;100;6,127867019;clob_2;5;0;1;Ground;grade_2;Single;2;33
Man;function_x;48;NL;100;6,219164447;clob_2;5;0;1;Ground;grade_2;Single;3;29
Man;function_x;49;NL;75;5,975011413;clob_2;5;0;1;Ground;grade_2;Single;3;33
Man;function_x;39;NL;100;5,922223338;clob_2;5;0;1;Ground;grade_2;Single;0;30
Man;function_x;52;NL;90;5,951862722;clob_2;5;0;1;Ground;grade_2;Single;0;27
Man;function_x;12;NL;90;6,08926233;clob_2;5;0;1;Ground;grade_2;Single;2;26
Man;function_x;46;NL;100;6,045961945;clob_2;5;0;1;Ground;grade_2;Single;3;31
Man;function_x;21;NL;100;6,363958547;clob_2;5;0;1;Ground;grade_2;Single;5;34
Man;function_x;;NL;100;6,349029502;clob_2;5;0;1;Ground;grade_2;Single;5;32
Man;function_x;46;NL;100;6,297950851;clob_2;5;0;1;Ground;grade_2;Single;5;31
Man;function_x;41;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Relationship;3;32
Man;function_x;17;NL;100;6,452104126;clob_2;4;1;1;Ground;grade_2;Relationship;5;34
Man;function_x;20;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;11;37
Man;function_x;19;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;17;38
Man;function_x;14;NL;100;5,922529628;clob_2;5;0;1;Ground;grade_2;Single;0;36
Man;function_x;20;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;11;39
Man;function_x;67;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Separated;16;44
Man;function_x;26;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;36
Man;function_x;47;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;4;35
Man;function_x;7;NL;50;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;14;40
Man;function_x;21;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;15;42
Man;function_x;;NL;100;6,064192112;clob_2;4;0;1;Ground;grade_2;Relationship;0;42
Man;function_x;33;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;17;44
Man;function_x;24;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;16;41
Man;function_x;;NL;100;6,104726468;clob_2;5;0;1;Ground;grade_2;Single;0;43
Man;function_x;48;Not NL;100;5,945828312;clob_2;5;0;1;Ground;grade_2;Single;0;40
Man;function_x;19;Not NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;35
Man;function_x;45;NL;60;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;14;43
Man;function_x;46;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;12;42
Man;function_x;45;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;38
Man;function_x;65;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;3;38
Man;function_x;59;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;3;36
Man;function_x;45;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;0;44
Man;function_x;;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;36
Man;function_x;33;NL;100;6,064447891;clob_2;5;0;1;Ground;grade_2;Single;0;35
Man;function_x;161;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;15;43
Man;function_x;43;NL;90;6,096767693;clob_2;5;0;1;Ground;grade_2;Single;3;35
Man;function_x;17;NL;100;6,083171664;clob_2;5;0;1;Ground;grade_2;Single;0;37
Man;function_x;43;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;39
Man;function_x;53;NL;100;6,045961945;clob_2;5;0;1;Ground;grade_2;Single;2;36
Man;function_x;36;NL;70;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;14;41
Man;function_x;11;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;38
Man;function_x;;NL;100;5,922130948;clob_2;4;0;1;Ground;grade_2;Single;0;38
Man;function_x;11;NL;100;6,195610413;clob_2;4;0;1;Ground;grade_2;Single;14;38
Man;function_x;;NL;100;6,175557519;clob_2;5;0;1;Ground;grade_2;Single;5;35
Man;function_x;24;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;16;44
Man;function_x;49;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;12;37
Man;function_x;26;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;36
Man;function_x;66;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;20;42
Man;function_x;41;NL;50;6,152236843;clob_2;5;0;1;Ground;grade_2;Relationship;5;35
Man;function_x;46;NL;80;6,228417716;clob_2;5;0;1;Ground;grade_2;Single;11;43
Man;function_x;12;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;16;39
Man;function_x;16;NL;100;6,089716291;clob_2;5;0;1;Ground;grade_2;Single;0;44
Man;function_x;57;NL;100;6,48214292;clob_2;5;0;1;Ground;grade_2;Single;22;42
Man;function_x;16;NL;90;6,459645215;clob_2;5;0;1;Ground;grade_2;Single;8;40
Man;function_x;93;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Relationship;14;40
Man;function_x;26;Not NL;90;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;15;39
Man;function_x;18;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Relationship;14;36
Man;function_x;29;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Single;3;42
Man;function_x;59;NL;100;6,318005258;clob_2;5;0;1;Ground;grade_2;Relationship;12;35
Man;function_x;31;NL;100;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;23;43
Man;function_x;50;NL;100;6,48214292;clob_2;5;0;1;Ground;grade_2;Relationship;22;44
Man;function_x;49;NL;100;6,279167407;clob_2;5;0;1;Ground;grade_2;Relationship;19;42
Man;function_x;37;NL;80;6,277086499;clob_2;5;0;1;Ground;grade_2;Single;14;40
Man;function_x;13;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Relationship;16;41
Man;function_x;21;NL;100;6,297950851;clob_2;5;0;1;Ground;grade_2;Single;5;36
Man;function_x;49;NL;100;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;22;43
Man;function_x;140;NL;67,5;6,315940512;clob_2;5;0;1;Ground;grade_2;Single;15;35
Man;function_x;40;NL;80;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;12;42
Man;function_x;25;NL;80;6,386924401;clob_2;5;0;1;Ground;grade_2;Single;11;38
Man;function_x;;NL;90;6,25762333;clob_2;5;0;1;Ground;grade_2;Single;0;42
Man;function_x;45;NL;100;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;16;36
Man;function_x;19;NL;90;6,293739783;clob_2;5;0;1;Ground;grade_2;Relationship;21;40
Man;function_x;54;NL;100;6,318365846;clob_2;4;0;1;Ground;grade_2;Single;11;36
Man;function_x;49;NL;90;6,386924401;clob_2;5;0;1;Ground;grade_2;Single;15;37
Man;function_x;7;NL;100;6,608601992;clob_2;4;1;1;Ground;grade_2;Single;17;42
Man;function_x;28;NL;100;6,590518964;clob_2;4;1;1;Ground;grade_2;Relationship;23;42
Man;function_x;19;NL;100;6,608601992;clob_2;4;1;1;Ground;grade_2;Single;14;38
Man;function_x;7;NL;100;6,500083036;clob_2;4;1;1;Ground;grade_2;Relationship;11;40
Man;function_x;24;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;46
Man;function_x;17;NL;100;6,224705339;clob_2;5;0;1;Ground;grade_2;Relationship;25;50
Man;function_x;25;NL;70;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;54
Man;function_x;24;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;49
Man;function_x;46;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;27;53
Man;function_x;56;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;49
Man;function_x;21;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;45
Man;function_x;50;NL;100;6,228641079;clob_2;5;0;1;Ground;grade_2;Relationship;14;53
Man;function_x;44;NL;100;6,237969945;clob_2;5;0;1;Ground;grade_2;Relationship;17;50
Man;function_x;24;NL;100;6,232402003;clob_2;5;0;1;Ground;grade_2;Single;14;53
Man;function_x;20;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Separated;12;52
Man;function_x;7;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;20;45
Man;function_x;21;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;32;52
Man;function_x;26;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;14;46
Man;function_x;43;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;14;49
Man;function_x;;NL;100;5,922130948;clob_2;5;0;1;Ground;grade_2;Single;0;50
Man;function_x;38;NL;80;6,212239006;clob_2;5;0;1;Ground;grade_2;Relationship;12;52
Man;function_x;47;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;20;46
Man;function_x;14;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;49
Man;function_x;29;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;32;53
Man;function_x;65;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;47
Man;function_x;21;NL;100;6,225840215;clob_2;5;0;1;Ground;grade_2;Relationship;22;52
Man;function_x;61;NL;100;6,195610413;clob_2;4;0;1;Ground;grade_2;Relationship;30;52
Man;function_x;25;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;52
Man;function_x;46;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;12;51
Man;function_x;46;NL;100;6,228648401;clob_2;5;0;1;Ground;grade_2;Single;16;52
Man;function_x;49;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;17;53
Man;function_x;58;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;50
Man;function_x;22;NL;100;6,215193956;clob_2;5;0;1;Ground;grade_2;Relationship;12;52
Man;function_x;;NL;60;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;46
Man;function_x;26;NL;60;6,195610413;clob_2;5;0;1;Ground;grade_2;Separated;23;49
Man;function_x;21;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;23;47
Man;function_x;8;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;47
Man;function_x;63;NL;60;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;14;53
Man;function_x;19;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;45
Man;function_x;23;NL;90;5,922223338;clob_2;5;0;1;Ground;grade_2;Single;0;52
Man;function_x;102;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;53
Man;function_x;15;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;23;47
Man;function_x;36;NL;50;6,219441429;clob_2;5;0;1;Ground;grade_2;Separated;26;54
Man;function_x;9;NL;100;6,236807779;clob_2;5;0;1;Ground;grade_2;Single;17;52
Man;function_x;10;Not NL;100;6,195610413;clob_2;4;0;1;Ground;grade_2;Relationship;25;53
Man;function_x;11;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;11;53
Man;function_x;35;NL;100;6,219832776;clob_2;5;0;1;Ground;grade_2;Relationship;12;52
Man;function_x;48;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;47
Man;function_x;25;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;12;49
Man;function_x;13;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;54
Man;function_x;15;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;45
Man;function_x;10;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;22;52
Man;function_x;50;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;52
Man;function_x;6;NL;100;6,195610413;clob_2;4;0;1;Ground;grade_2;Relationship;22;54
Man;function_x;19;NL;100;6,239460768;clob_2;5;0;1;Ground;grade_2;Relationship;16;53
Man;function_x;30;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;16;46
Man;function_x;39;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Separated;21;45
Man;function_x;49;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;16;45
Man;function_x;31;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;21;52
Man;function_x;38;NL;100;5,975011413;clob_2;5;0;1;Ground;grade_2;Separated;2;45
Man;function_x;59;NL;90;6,111640057;clob_2;5;0;1;Ground;grade_2;Relationship;11;50
Man;function_x;58;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;23;50
Man;function_x;15;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;11;46
Man;function_x;22;NL;100;6,237969945;clob_2;5;0;1;Ground;grade_2;Relationship;22;49
Man;function_x;16;NL;90;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;26;48
Man;function_x;65;NL;100;6,195610413;clob_2;5;0;1;Ground;grade_2;Single;17;51
Man;function_x;42;NL;100;5,948560307;clob_2;5;0;1;Ground;grade_2;Single;2;52
Man;function_x;;NL;80;6,195610413;clob_2;5;0;1;Ground;grade_2;Relationship;16;49
Man;function_x;54;NL;90;6,306671525;clob_2;5;0;1;Ground;grade_2;Single;24;49
Man;function_x;16;NL;100;6,306671525;clob_2;5;0;1;Ground;grade_2;Relationship;27;48
Man;function_x;18;NL;100;6,285962698;clob_2;5;0;1;Ground;grade_2;Relationship;17;54
Man;function_x;67;NL;100;6,582071552;clob_2;5;0;1;Ground;grade_2;Relationship;34;54
Man;function_x;28;NL;90;6,510350999;clob_2;5;0;1;Ground;grade_2;Relationship;22;53
Man;function_x;4;NL;100;6,48214292;clob_2;5;0;1;Ground;grade_2;Relationship;22;46
Man;function_x;15;NL;100;6,386924401;clob_2;5;0;1;Ground;grade_2;Relationship;23;49
Man;function_x;21;NL;90;6,299899443;clob_2;5;0;1;Ground;grade_2;Single;23;48
Man;function_x;33;NL;100;6,341193305;clob_2;4;0;1;Ground;grade_2;Relationship;21;52
